source_row	mode	old_path	canonical_path	old_display_name	canonical_display_name	design_style	publication_status	reason	review_status
889	PERMANENT_ALIAS	gelastrum_block_silverguilloche	gelastrum_guilloche_silver_block	Gelastrum Silver Guilloche Block	Gelastrum Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
890	PERMANENT_ALIAS	gelastrum_block_silverquatrefoil	gelastrum_quatrefoil_silver_block	Gelastrum Silver Quatrefoil Block	Gelastrum Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
891	PERMANENT_ALIAS	gelastrum_block_silvertrim	gelastrum_trim_silver_block	Gelastrum Silver Trim Block	Gelastrum Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
892	PERMANENT_ALIAS	glacium_block_bronzeguilloche	glacium_guilloche_bronze_block	Glacium Bronze Guilloche Block	Glacium Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
893	PERMANENT_ALIAS	glacium_block_bronzequatrefoil	glacium_quatrefoil_bronze_block	Glacium Bronze Quatrefoil Block	Glacium Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
894	PERMANENT_ALIAS	glacium_block_bronzetrim	glacium_trim_bronze_block	Glacium Bronze Trim Block	Glacium Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
895	PERMANENT_ALIAS	glacium_block_silverguilloche	glacium_guilloche_silver_block	Glacium Silver Guilloche Block	Glacium Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
896	PERMANENT_ALIAS	glacium_block_silverquatrefoil	glacium_quatrefoil_silver_block	Glacium Silver Quatrefoil Block	Glacium Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
897	PERMANENT_ALIAS	glacium_block_silvertrim	glacium_trim_silver_block	Glacium Silver Trim Block	Glacium Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
898	PERMANENT_ALIAS	hesperion_block_bronzeguilloche	hesperion_guilloche_bronze_block	Hesperion Bronze Guilloche Block	Hesperion Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
899	PERMANENT_ALIAS	hesperion_block_bronzequatrefoil	hesperion_quatrefoil_bronze_block	Hesperion Bronze Quatrefoil Block	Hesperion Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
900	PERMANENT_ALIAS	hesperion_block_bronzetrim	hesperion_trim_bronze_block	Hesperion Bronze Trim Block	Hesperion Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
901	PERMANENT_ALIAS	hesperion_block_silverguilloche	hesperion_guilloche_silver_block	Hesperion Silver Guilloche Block	Hesperion Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
902	PERMANENT_ALIAS	hesperion_block_silverquatrefoil	hesperion_quatrefoil_silver_block	Hesperion Silver Quatrefoil Block	Hesperion Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
903	PERMANENT_ALIAS	hesperion_block_silvertrim	hesperion_trim_silver_block	Hesperion Silver Trim Block	Hesperion Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
904	PERMANENT_ALIAS	imperium_block_bronzeguilloche	imperium_guilloche_bronze_block	Imperium Bronze Guilloche Block	Imperium Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
905	PERMANENT_ALIAS	imperium_block_bronzequatrefoil	imperium_quatrefoil_bronze_block	Imperium Bronze Quatrefoil Block	Imperium Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
906	PERMANENT_ALIAS	imperium_block_bronzetrim	imperium_trim_bronze_block	Imperium Bronze Trim Block	Imperium Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
907	PERMANENT_ALIAS	imperium_block_silverguilloche	imperium_guilloche_silver_block	Imperium Silver Guilloche Block	Imperium Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
908	PERMANENT_ALIAS	imperium_block_silverquatrefoil	imperium_quatrefoil_silver_block	Imperium Silver Quatrefoil Block	Imperium Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
909	PERMANENT_ALIAS	imperium_block_silvertrim	imperium_trim_silver_block	Imperium Silver Trim Block	Imperium Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
910	PERMANENT_ALIAS	kylorion_block_bronzeguilloche	kylorion_guilloche_bronze_block	Kylorion Bronze Guilloche Block	Kylorion Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
911	PERMANENT_ALIAS	kylorion_block_bronzequatrefoil	kylorion_quatrefoil_bronze_block	Kylorion Bronze Quatrefoil Block	Kylorion Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
912	PERMANENT_ALIAS	kylorion_block_bronzetrim	kylorion_trim_bronze_block	Kylorion Bronze Trim Block	Kylorion Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
913	PERMANENT_ALIAS	kylorion_block_silverguilloche	kylorion_guilloche_silver_block	Kylorion Silver Guilloche Block	Kylorion Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
914	PERMANENT_ALIAS	kylorion_block_silverquatrefoil	kylorion_quatrefoil_silver_block	Kylorion Silver Quatrefoil Block	Kylorion Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
915	PERMANENT_ALIAS	kylorion_block_silvertrim	kylorion_trim_silver_block	Kylorion Silver Trim Block	Kylorion Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
916	PERMANENT_ALIAS	laurentium_block_bronzeguilloche	laurentium_guilloche_bronze_block	Laurentium Bronze Guilloche Block	Laurentium Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
917	PERMANENT_ALIAS	laurentium_block_bronzequatrefoil	laurentium_quatrefoil_bronze_block	Laurentium Bronze Quatrefoil Block	Laurentium Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
918	PERMANENT_ALIAS	laurentium_block_bronzetrim	laurentium_trim_bronze_block	Laurentium Bronze Trim Block	Laurentium Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
919	PERMANENT_ALIAS	laurentium_block_silverguilloche	laurentium_guilloche_silver_block	Laurentium Silver Guilloche Block	Laurentium Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
920	PERMANENT_ALIAS	laurentium_block_silverquatrefoil	laurentium_quatrefoil_silver_block	Laurentium Silver Quatrefoil Block	Laurentium Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
921	PERMANENT_ALIAS	laurentium_block_silvertrim	laurentium_trim_silver_block	Laurentium Silver Trim Block	Laurentium Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
922	PERMANENT_ALIAS	mielonyx_block_bronzeguilloche	mielonyx_guilloche_bronze_block	Mielonyx Bronze Guilloche Block	Mielonyx Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
923	PERMANENT_ALIAS	mielonyx_block_bronzequatrefoil	mielonyx_quatrefoil_bronze_block	Mielonyx Bronze Quatrefoil Block	Mielonyx Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
924	PERMANENT_ALIAS	mielonyx_block_bronzetrim	mielonyx_trim_bronze_block	Mielonyx Bronze Trim Block	Mielonyx Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
925	PERMANENT_ALIAS	mielonyx_block_silverguilloche	mielonyx_guilloche_silver_block	Mielonyx Silver Guilloche Block	Mielonyx Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
926	PERMANENT_ALIAS	mielonyx_block_silverquatrefoil	mielonyx_quatrefoil_silver_block	Mielonyx Silver Quatrefoil Block	Mielonyx Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
927	PERMANENT_ALIAS	mielonyx_block_silvertrim	mielonyx_trim_silver_block	Mielonyx Silver Trim Block	Mielonyx Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
928	PERMANENT_ALIAS	nerium_block_bronzeguilloche	nerium_guilloche_bronze_block	Nerium Bronze Guilloche Block	Nerium Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
929	PERMANENT_ALIAS	nerium_block_bronzequatrefoil	nerium_quatrefoil_bronze_block	Nerium Bronze Quatrefoil Block	Nerium Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
930	PERMANENT_ALIAS	nerium_block_bronzetrim	nerium_trim_bronze_block	Nerium Bronze Trim Block	Nerium Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
931	PERMANENT_ALIAS	nerium_block_silverguilloche	nerium_guilloche_silver_block	Nerium Silver Guilloche Block	Nerium Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
932	PERMANENT_ALIAS	nerium_block_silverquatrefoil	nerium_quatrefoil_silver_block	Nerium Silver Quatrefoil Block	Nerium Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
933	PERMANENT_ALIAS	nerium_block_silvertrim	nerium_trim_silver_block	Nerium Silver Trim Block	Nerium Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
934	PERMANENT_ALIAS	noxoplis_block_bronzeguilloche	noxoplis_guilloche_bronze_block	Noxoplis Bronze Guilloche Block	Noxoplis Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
935	PERMANENT_ALIAS	noxoplis_block_bronzequatrefoil	noxoplis_quatrefoil_bronze_block	Noxoplis Bronze Quatrefoil Block	Noxoplis Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
936	PERMANENT_ALIAS	noxoplis_block_bronzetrim	noxoplis_trim_bronze_block	Noxoplis Bronze Trim Block	Noxoplis Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
937	PERMANENT_ALIAS	noxoplis_block_silverguilloche	noxoplis_guilloche_silver_block	Noxoplis Silver Guilloche Block	Noxoplis Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
938	PERMANENT_ALIAS	noxoplis_block_silverquatrefoil	noxoplis_quatrefoil_silver_block	Noxoplis Silver Quatrefoil Block	Noxoplis Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
939	PERMANENT_ALIAS	noxoplis_block_silvertrim	noxoplis_trim_silver_block	Noxoplis Silver Trim Block	Noxoplis Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
940	PERMANENT_ALIAS	porphyros_block_bronzeguilloche	porphyros_guilloche_bronze_block	Porphyros Bronze Guilloche Block	Porphyros Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
941	PERMANENT_ALIAS	porphyros_block_bronzequatrefoil	porphyros_quatrefoil_bronze_block	Porphyros Bronze Quatrefoil Block	Porphyros Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
942	PERMANENT_ALIAS	porphyros_block_bronzetrim	porphyros_trim_bronze_block	Porphyros Bronze Trim Block	Porphyros Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
943	PERMANENT_ALIAS	porphyros_block_silverguilloche	porphyros_guilloche_silver_block	Porphyros Silver Guilloche Block	Porphyros Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
944	PERMANENT_ALIAS	porphyros_block_silverquatrefoil	porphyros_quatrefoil_silver_block	Porphyros Silver Quatrefoil Block	Porphyros Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
945	PERMANENT_ALIAS	porphyros_block_silvertrim	porphyros_trim_silver_block	Porphyros Silver Trim Block	Porphyros Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
946	PERMANENT_ALIAS	portorium_block_bronzeguilloche	portorium_guilloche_bronze_block	Portorium Bronze Guilloche Block	Portorium Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
947	PERMANENT_ALIAS	portorium_block_bronzequatrefoil	portorium_quatrefoil_bronze_block	Portorium Bronze Quatrefoil Block	Portorium Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
948	PERMANENT_ALIAS	portorium_block_bronzetrim	portorium_trim_bronze_block	Portorium Bronze Trim Block	Portorium Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
949	PERMANENT_ALIAS	portorium_block_silverguilloche	portorium_guilloche_silver_block	Portorium Silver Guilloche Block	Portorium Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
950	PERMANENT_ALIAS	portorium_block_silverquatrefoil	portorium_quatrefoil_silver_block	Portorium Silver Quatrefoil Block	Portorium Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
951	PERMANENT_ALIAS	portorium_block_silvertrim	portorium_trim_silver_block	Portorium Silver Trim Block	Portorium Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
952	PERMANENT_ALIAS	rosinium_block_bronzeguilloche	rosinium_guilloche_bronze_block	Rosinium Bronze Guilloche Block	Rosinium Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
953	PERMANENT_ALIAS	rosinium_block_bronzequatrefoil	rosinium_quatrefoil_bronze_block	Rosinium Bronze Quatrefoil Block	Rosinium Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
954	PERMANENT_ALIAS	rosinium_block_bronzetrim	rosinium_trim_bronze_block	Rosinium Bronze Trim Block	Rosinium Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
955	PERMANENT_ALIAS	rosinium_block_silverguilloche	rosinium_guilloche_silver_block	Rosinium Silver Guilloche Block	Rosinium Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
956	PERMANENT_ALIAS	rosinium_block_silverquatrefoil	rosinium_quatrefoil_silver_block	Rosinium Silver Quatrefoil Block	Rosinium Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
957	PERMANENT_ALIAS	rosinium_block_silvertrim	rosinium_trim_silver_block	Rosinium Silver Trim Block	Rosinium Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
958	PERMANENT_ALIAS	sanguenite_block_bronzeguilloche	sanguenite_guilloche_bronze_block	Sanguenite Bronze Guilloche Block	Sanguenite Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
959	PERMANENT_ALIAS	sanguenite_block_bronzequatrefoil	sanguenite_quatrefoil_bronze_block	Sanguenite Bronze Quatrefoil Block	Sanguenite Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
960	PERMANENT_ALIAS	sanguenite_block_bronzetrim	sanguenite_trim_bronze_block	Sanguenite Bronze Trim Block	Sanguenite Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
961	PERMANENT_ALIAS	sanguenite_block_silverguilloche	sanguenite_guilloche_silver_block	Sanguenite Silver Guilloche Block	Sanguenite Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
962	PERMANENT_ALIAS	sanguenite_block_silverquatrefoil	sanguenite_quatrefoil_silver_block	Sanguenite Silver Quatrefoil Block	Sanguenite Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
963	PERMANENT_ALIAS	sanguenite_block_silvertrim	sanguenite_trim_silver_block	Sanguenite Silver Trim Block	Sanguenite Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
964	PERMANENT_ALIAS	selenephos_block_bronzeguilloche	selenephos_guilloche_bronze_block	Selenephos Bronze Guilloche Block	Selenephos Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
965	PERMANENT_ALIAS	selenephos_block_bronzequatrefoil	selenephos_quatrefoil_bronze_block	Selenephos Bronze Quatrefoil Block	Selenephos Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
966	PERMANENT_ALIAS	selenephos_block_bronzetrim	selenephos_trim_bronze_block	Selenephos Bronze Trim Block	Selenephos Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
967	PERMANENT_ALIAS	selenephos_block_silverguilloche	selenephos_guilloche_silver_block	Selenephos Silver Guilloche Block	Selenephos Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
968	PERMANENT_ALIAS	selenephos_block_silverquatrefoil	selenephos_quatrefoil_silver_block	Selenephos Silver Quatrefoil Block	Selenephos Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
969	PERMANENT_ALIAS	selenephos_block_silvertrim	selenephos_trim_silver_block	Selenephos Silver Trim Block	Selenephos Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
970	PERMANENT_ALIAS	solistra_block_bronzeguilloche	solistra_guilloche_bronze_block	Solistra Bronze Guilloche Block	Solistra Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
971	PERMANENT_ALIAS	solistra_block_bronzequatrefoil	solistra_quatrefoil_bronze_block	Solistra Bronze Quatrefoil Block	Solistra Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
972	PERMANENT_ALIAS	solistra_block_bronzetrim	solistra_trim_bronze_block	Solistra Bronze Trim Block	Solistra Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
973	PERMANENT_ALIAS	solistra_block_silverguilloche	solistra_guilloche_silver_block	Solistra Silver Guilloche Block	Solistra Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
974	PERMANENT_ALIAS	solistra_block_silverquatrefoil	solistra_quatrefoil_silver_block	Solistra Silver Quatrefoil Block	Solistra Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
975	PERMANENT_ALIAS	solistra_block_silvertrim	solistra_trim_silver_block	Solistra Silver Trim Block	Solistra Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
976	PERMANENT_ALIAS	striatus_block_bronzeguilloche	striatus_guilloche_bronze_block	Striatus Bronze Guilloche Block	Striatus Bronze Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
977	PERMANENT_ALIAS	striatus_block_bronzequatrefoil	striatus_quatrefoil_bronze_block	Striatus Bronze Quatrefoil Block	Striatus Bronze Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
978	PERMANENT_ALIAS	striatus_block_bronzetrim	striatus_trim_bronze_block	Striatus Bronze Trim Block	Striatus Bronze Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
979	PERMANENT_ALIAS	striatus_block_silverguilloche	striatus_guilloche_silver_block	Striatus Silver Guilloche Block	Striatus Silver Guilloche Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
980	PERMANENT_ALIAS	striatus_block_silverquatrefoil	striatus_quatrefoil_silver_block	Striatus Silver Quatrefoil Block	Striatus Silver Quatrefoil Inlay	Byzantine	Published ≤1.5.2	Inlay grammar	Approved
981	PERMANENT_ALIAS	striatus_block_silvertrim	striatus_trim_silver_block	Striatus Silver Trim Block	Striatus Silver Trim Inlay	Core / Inlay	Published ≤1.5.2	Inlay grammar	Approved
982	PERMANENT_ALIAS	aganite_block_bronzerose	aganite_rosette_bronze_block	Aganite Bronze Rose Block	Aganite Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
983	PERMANENT_ALIAS	aganite_block_silverrose	aganite_rosette_silver_block	Aganite Silver Rose Block	Aganite Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
984	PERMANENT_ALIAS	aterzon_block_bronzerose	aterzon_rosette_bronze_block	Aterzon Bronze Rose Block	Aterzon Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
985	PERMANENT_ALIAS	aterzon_block_silverrose	aterzon_rosette_silver_block	Aterzon Silver Rose Block	Aterzon Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
986	PERMANENT_ALIAS	borealis_block_bronzerose	borealis_rosette_bronze_block	Borealis Bronze Rose Block	Borealis Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
987	PERMANENT_ALIAS	borealis_block_silverrose	borealis_rosette_silver_block	Borealis Silver Rose Block	Borealis Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
988	PERMANENT_ALIAS	brectite_block_bronzerose	brectite_rosette_bronze_block	Brectite Bronze Rose Block	Brectite Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
989	PERMANENT_ALIAS	brectite_block_silverrose	brectite_rosette_silver_block	Brectite Silver Rose Block	Brectite Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
990	PERMANENT_ALIAS	calacattum_block_bronzerose	calacattum_rosette_bronze_block	Calacattum Bronze Rose Block	Calacattum Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
991	PERMANENT_ALIAS	calacattum_block_silverrose	calacattum_rosette_silver_block	Calacattum Silver Rose Block	Calacattum Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
992	PERMANENT_ALIAS	chalstrom_block_bronzerose	chalstrom_rosette_bronze_block	Chalstrom Bronze Rose Block	Chalstrom Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
993	PERMANENT_ALIAS	chalstrom_block_silverrose	chalstrom_rosette_silver_block	Chalstrom Silver Rose Block	Chalstrom Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
994	PERMANENT_ALIAS	chrysonyx_block_bronzerose	chrysonyx_rosette_bronze_block	Chrysonyx Bronze Rose Block	Chrysonyx Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
995	PERMANENT_ALIAS	chrysonyx_block_silverrose	chrysonyx_rosette_silver_block	Chrysonyx Silver Rose Block	Chrysonyx Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
996	PERMANENT_ALIAS	etruscus_block_bronzerose	etruscus_rosette_bronze_block	Etruscus Bronze Rose Block	Etruscus Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
997	PERMANENT_ALIAS	etruscus_block_silverrose	etruscus_rosette_silver_block	Etruscus Silver Rose Block	Etruscus Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
998	PERMANENT_ALIAS	gelastrum_block_bronzerose	gelastrum_rosette_bronze_block	Gelastrum Bronze Rose Block	Gelastrum Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
999	PERMANENT_ALIAS	gelastrum_block_silverrose	gelastrum_rosette_silver_block	Gelastrum Silver Rose Block	Gelastrum Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1000	PERMANENT_ALIAS	glacium_block_bronzerose	glacium_rosette_bronze_block	Glacium Bronze Rose Block	Glacium Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1001	PERMANENT_ALIAS	glacium_block_silverrose	glacium_rosette_silver_block	Glacium Silver Rose Block	Glacium Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1002	PERMANENT_ALIAS	hesperion_block_bronzerose	hesperion_rosette_bronze_block	Hesperion Bronze Rose Block	Hesperion Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1003	PERMANENT_ALIAS	hesperion_block_silverrose	hesperion_rosette_silver_block	Hesperion Silver Rose Block	Hesperion Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1004	PERMANENT_ALIAS	imperium_block_bronzerose	imperium_rosette_bronze_block	Imperium Bronze Rose Block	Imperium Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1005	PERMANENT_ALIAS	imperium_block_silverrose	imperium_rosette_silver_block	Imperium Silver Rose Block	Imperium Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1006	PERMANENT_ALIAS	kylorion_block_bronzerose	kylorion_rosette_bronze_block	Kylorion Bronze Rose Block	Kylorion Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1007	PERMANENT_ALIAS	kylorion_block_silverrose	kylorion_rosette_silver_block	Kylorion Silver Rose Block	Kylorion Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1008	PERMANENT_ALIAS	laurentium_block_bronzerose	laurentium_rosette_bronze_block	Laurentium Bronze Rose Block	Laurentium Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1009	PERMANENT_ALIAS	laurentium_block_silverrose	laurentium_rosette_silver_block	Laurentium Silver Rose Block	Laurentium Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1010	PERMANENT_ALIAS	mielonyx_block_bronzerose	mielonyx_rosette_bronze_block	Mielonyx Bronze Rose Block	Mielonyx Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1011	PERMANENT_ALIAS	mielonyx_block_silverrose	mielonyx_rosette_silver_block	Mielonyx Silver Rose Block	Mielonyx Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1012	PERMANENT_ALIAS	nerium_block_bronzerose	nerium_rosette_bronze_block	Nerium Bronze Rose Block	Nerium Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1013	PERMANENT_ALIAS	nerium_block_silverrose	nerium_rosette_silver_block	Nerium Silver Rose Block	Nerium Silver Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
1014	PERMANENT_ALIAS	noxoplis_block_bronzerose	noxoplis_rosette_bronze_block	Noxoplis Bronze Rose Block	Noxoplis Bronze Rosette Inlay	Byzantine	Published ≤1.5.2	Inlay grammar; Rose → Rosette	Approved
